tick,aep_active,aep_hyperactive,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory,condition
146.0,18.133333333333333,31.866666666666667,265.93333333333334,271.53333333333336,2.1333333333333333,1.1333333333333333,36.53333333333333,9903871.733333332,3555.0666666666666,46.06666666666667,3.933333333333333,227.06666666666666,7.133333333333334,65.8,95.73333333333333,3.7333333333333334,95.06666666666666,2.466666666666667,41.2,37.0,mixed
147.0,18.133333333333333,31.866666666666667,267.26666666666665,272.73333333333335,2.2,1.1333333333333333,36.93333333333333,9196102.666666666,3184.2,46.06666666666667,3.933333333333333,225.93333333333334,7.666666666666667,66.4,98.06666666666666,4.2,96.73333333333333,2.7333333333333334,43.333333333333336,38.8,mixed
148.0,18.133333333333333,31.866666666666667,269.0,273.8,2.2,1.1333333333333333,36.93333333333333,8639751.533333333,2867.6666666666665,45.666666666666664,4.333333333333333,225.46666666666667,6.866666666666666,67.66666666666667,101.53333333333333,4.266666666666667,99.26666666666667,2.8,45.4,41.06666666666667,mixed
149.0,18.133333333333333,31.866666666666667,270.46666666666664,275.1333333333333,2.2,1.1333333333333333,37.666666666666664,8061490.4,2470.733333333333,45.8,4.2,225.06666666666666,6.466666666666667,68.46666666666667,104.33333333333333,4.266666666666667,102.4,2.8666666666666667,47.53333333333333,43.13333333333333,mixed
150.0,18.133333333333333,31.866666666666667,271.53333333333336,276.2,2.1333333333333333,1.1333333333333333,37.666666666666664,7524929.0,2289.6,45.733333333333334,4.266666666666667,224.73333333333332,6.533333333333333,68.73333333333333,107.73333333333333,4.266666666666667,105.13333333333334,2.8666666666666667,49.4,45.53333333333333,mixed
151.0,18.133333333333333,31.866666666666667,272.53333333333336,275.6666666666667,2.2,1.4666666666666666,38.266666666666666,7039900.066666666,2076.866666666667,45.666666666666664,4.333333333333333,224.46666666666667,6.4,69.13333333333334,110.6,4.266666666666667,108.33333333333333,2.8666666666666667,51.666666666666664,47.6,mixed
152.0,18.133333333333333,31.866666666666667,272.26666666666665,276.2,2.466666666666667,1.6666666666666667,38.266666666666666,6342104.8,1862.4,45.4,4.6,224.26666666666668,6.0,69.73333333333333,110.53333333333333,4.866666666666666,109.53333333333333,3.2,53.86666666666667,50.0,mixed
153.0,18.066666666666666,31.933333333333334,273.2,277.4,2.466666666666667,1.6,38.666666666666664,5854765.0,1742.0,45.266666666666666,4.733333333333333,223.93333333333334,5.866666666666666,70.2,113.8,4.933333333333334,111.6,3.1333333333333333,55.733333333333334,52.86666666666667,mixed
154.0,18.066666666666666,31.933333333333334,274.6666666666667,278.46666666666664,2.466666666666667,1.6,38.666666666666664,5473345.933333334,1714.4,45.2,4.8,223.8,5.8,70.4,117.6,4.866666666666666,112.66666666666667,3.3333333333333335,58.333333333333336,55.06666666666667,mixed
155.0,17.933333333333334,32.06666666666667,276.0,279.93333333333334,2.466666666666667,1.6,38.8,5246464.8,1547.2,45.06666666666667,4.933333333333334,223.46666666666667,5.6,70.93333333333334,119.86666666666666,4.933333333333334,115.06666666666666,3.3333333333333335,60.4,57.93333333333333,mixed
